id,name,desc,category,price
P088,필립스 휴 스마트 조명,스마트폰으로 밝기와 색상을 조절하는 사물인터넷 전구 세트,디지털기기,180000
P089,앤커 737 보조배터리,노트북 충전도 가능한 고출력 24000mAh 대용량 배터리,디지털기기,145000
P090,신지모루 맥세이프 케이스,아이폰 뒷면에 착 붙는 자력이 강한 투명 보호 케이스,디지털기기,12900
P091,보스 컴패니언 20 스피커,책상 위 PC 환경을 영화관처럼 만들어주는 고성능 스테레오 스피커,디지털기기,320000
P092,와콤 인튜어스 타블렛,디지털 드로잉과 필기 작업을 지원하는 입문용 펜 타블렛,디지털기기,99000
P183,무선 블루투스 키보드,태블릿과 노트북에 연결해 쓰는 휴대용 키보드,디지털기기,32000
P184,인체공학 무선 마우스,손목 피로를 줄여주는 수직형 디자인 마우스,디지털기기,28000
P185,7포트 USB 허브,여러 기기를 동시에 연결하는 고속 데이터 허브,디지털기기,24000
P186,각도 조절 노트북 거치대,목의 부담을 줄여주는 견고한 알루미늄 스탠드,디지털기기,19000
P187,FHD 웹캠,화상 회의와 수업에 적합한 고화질 카메라,디지털기기,45000
P188,태블릿용 스마트 펜슬,섬세한 드로잉과 필기가 가능한 범용 펜슬,디지털기기,38000
P189,가스스프링 모니터 암,자유로운 위치 조절로 책상을 넓게 쓰는 거치대,디지털기기,55000
P190,65W 고속 충전기,노트북과 폰을 동시에 충전하는 멀티 충전기,디지털기기,29000
P191,대용량 보조배터리,20000mAh 용량으로 야외에서도 걱정 없는 배터리,디지털기기,35000
P192,투명 이어폰 케이스,무선 이어폰 본체를 충격으로부터 보호하는 케이스,디지털기기,9000
P103,페스룸 강아지 샤워기,물 튐을 방지하고 피부 깊숙이 세척해주는 반려동물 전용 샤워기,반려동물용품,29000
P104,고양이 벤토나이트 모래,먼지 발생이 적고 응고력이 뛰어난 프리미엄 고양이 모래,반려동물용품,22000
P105,자동 급식기 스마트형,정해진 시간에 규칙적으로 사료를 급여하는 앱 연동 급식기,반려동물용품,85000
P106,강아지 계단 3단,관절 보호를 위해 소파나 침대 옆에 두는 푹신한 슬라이드 계단,반려동물용품,35000
P107,반려동물 이동장 우주선백팩,투명창이 있어 아이들이 밖을 볼 수 있는 이동용 백팩,반려동물용품,42000
P108,고양이 낚싯대 장난감,천연 깃털을 사용하여 고양이의 사냥 본능을 자극하는 장난감,반려동물용품,4500
P109,츄르 강아지 간식 20개입,입맛 없는 강아지들도 환호하는 액상형 기호성 최고 간식,반려동물용품,12000
P110,강아지 배변패드 100매,흡수력이 빠르고 냄새를 잡아주는 가성비 대용량 배변 패드,반려동물용품,15000
P111,펫 드라이룸,목욕 후 스트레스 없이 털을 말려주는 저소음 반려동물 드라이룸,반려동물용품,350000
P112,고양이 스크래쳐 카페트,가구 대신 긁을 수 있게 벽면이나 바닥에 붙이는 카페트형 스크래쳐,반려동물용품,18000
P203,스마트 자동 급식기,정해진 시간에 사료를 배급하는 예약식 급식기,반려동물용품,95000
P204,반려동물 정수기,깨끗하게 여과된 물이 순환하는 저소음 정수기,반려동물용품,38000
P205,가죽 하네스 세트,튼튼하고 고급스러운 산책용 하네스와 리드줄,반려동물용품,28000
P206,응고형 고양이 모래,먼지가 적고 냄새를 잘 잡는 벤토나이트 모래,반려동물용품,19000
P207,패브릭 이동 가방,외출 시 반려동물이 편안하게 쉬는 숄더백,반려동물용품,35000
P208,저자극 강아지 샴푸,피부가 민감한 반려견을 위한 천연 성분 샴푸,반려동물용품,15000
P209,치석 제거 덴탈 껌,맛있게 씹으며 치아 건강을 지키는 기능성 간식,반려동물용품,12000
P210,고양이 터널 장난감,숨바꼭질과 우다다를 즐길 수 있는 바스락 터널,반려동물용품,14000
P211,캣닙 스프레이,고양이의 스트레스 해소를 돕는 고농축 스프레이,반려동물용품,9500
P212,반려견 쿨매트,여름철 열기를 식혀주는 젤 타입 냉감 매트,반려동물용품,22000
P213,강아지 투명 우비 ,투명 우비 가성비 좋은 올인원 방수 강아지 우비 ,반려동물용품,9800
P214,반려견 산책용 장화,산책용 장화 빗물로부터 발바닥을 보호하는 실리콘 소재 장화 ,반려동물용품,12000
P033,LG 코드제로 A9S,강력한 흡입력과 안심 스팀 물걸레 기능을 갖춘 프리미엄 무선 청소기,생활가전,890000
P034,삼성 비스포크 제습기,장마철 습기를 빠르게 제거하고 인테리어와 조화로운 컬러 가전,생활가전,450000
P035,다이슨 에어랩 멀티 스타일러,바람의 기류를 이용해 머릿결 손상 없이 컬을 만드는 헤어 기기,생활가전,690000
P036,쿠쿠 6인용 IH 압력밥솥,고화력 추출로 밥맛을 극대화한 음성 안내 기능 포함 밥솥,생활가전,280000
P037,발뮤다 그린팬 S 선풍기,자연의 바람을 닮은 부드러운 바람과 압도적인 저소음 선풍기,생활가전,420000
P038,샤오미 미에어 4 공기청정기,넓은 면적의 미세먼지를 빠르게 정화하는 가성비 공기청정기,생활가전,180000
P039,필립스 에어프라이어 7000,대용량 바스켓으로 온 가족 요리가 가능한 원조 에어프라이어,생활가전,210000
P040,드롱기 전기포트 아이코나,빈티지한 이탈리아 디자인이 돋보이는 스테인리스 전기 주전자,생활가전,120000
P041,브라운 시리즈 9 면도기,개별 맞춤 면도로 피부 자극을 최소화하는 하이엔드 전기 면도기,생활가전,350000
P042,일렉트로룩스 핸디 스팀다리미,바쁜 아침 옷걸이에 건 채로 빠르게 주름을 펴주는 스팀기,생활가전,59000
P133,스마트 로봇청소기,자율 주행으로 집안 구석구석을 청소하는 로봇,생활가전,350000
P134,대용량 초음파 가습기,건조한 실내 습도를 조절하는 저소음 가습기,생활가전,65000
P135,강력 제습기 16L,장마철 눅눅함을 제거하고 빨래를 말려주는 제습기,생활가전,240000
P136,디지털 에어프라이어,기름 없이 바삭한 요리를 만드는 5L 대용량 기기,생활가전,79000
P137,스테인리스 전기포트,물을 빠르게 끓여주는 자동 전원 차단 포트,생활가전,29000
P138,2슬라이스 토스터기,바삭한 빵을 구워주는 6단계 굽기 조절 토스터,생활가전,32000
P139,무선 핸드믹서,콘센트 제약 없이 반죽과 거품을 만드는 믹서,생활가전,45000
P140,휴대용 구강세정기,강력한 수압으로 치아 사이 이물질을 제거,생활가전,55000
P141,BLDC 헤어드라이어,전문가급 풍량으로 모발을 빠르게 건조하는 드라이어,생활가전,88000
P142,자가설치 비데,필터 교체가 쉽고 위생적인 스마트 비데,생활가전,150000
P275,다이소,성인용 레인코트 비 오는 날 산책 시 가볍게 입기 좋은 가성비 우비,생활용품,3000
P276,엠보싱 물티슈 10팩,도톰하고 부드러운 캡형 대용량 물티슈,생활용품,15000
P277,3겹 천연펄프 화장지,먼지가 적고 흡수력이 뛰어난 30롤 화장지,생활용품,22000
P278,강력 흡수 키친타월,기름기를 빠르게 제거하는 주방용 타월,생활용품,9800
P279,종이컵 1000개입,사무실이나 야외에서 쓰는 대용량 일회용 컵,생활용품,13000
P280,개별 포장 나무젓가락,위생적인 보관과 사용이 가능한 100개 세트,생활용품,6500
P281,위생 비닐 장갑 200매,요리나 청소 시 손을 보호하는 투명 장갑,생활용품,4500
P282,손잡이형 쓰레기봉투,묶기 편하고 튼튼한 20L 생활 쓰레기 봉투,생활용품,12000
P283,구름 욕실 슬리퍼,가볍고 물 빠짐이 좋은 푹신한 슬리퍼,생활용품,9000
P284,미세모 칫솔 12개,잇몸 자극 없이 구석구석 닦이는 칫솔 세트,생활용품,11000
P285,베이킹소다 치약,구취 제거와 치아 미백에 도움을 주는 치약,생활용품,12000
P286,천연 오일 비누 4개,보습 성분이 가득한 핸드메이드 비누 세트,생활용품,15000
P287,단백질 샴푸 1L,손상된 모발에 영양을 공급하는 대용량 샴푸,생활용품,18000
P288,헤어 트리트먼트,푸석한 머릿결을 부드럽게 만드는 집중 케어,생활용품,16000
P289,대용량 바디워시,온 가족이 넉넉히 사용하는 향기 좋은 세정제,생활용품,14000
P290,3중 면도날 10개입,절삭력이 좋고 피부 자극이 적은 일회용 면도기,생활용품,13000
P291,호텔용 수건 5매,고중량 면 소재로 흡수력이 뛰어난 타월,생활용품,25000
P292,액체 세탁 세제 3L,찌든 때를 강력하게 제거하는 고농축 세제,생활용품,17000
P293,고농축 섬유유연제,빨래 후 잔향이 오래 지속되는 유연제,생활용품,14500
P294,옷장 제습제 12개,습기를 흡수하여 곰팡이를 방지하는 제습 박스,생활용품,16000
P295,실내 공간 탈취제,불쾌한 냄새를 잡고 향기를 더하는 스프레이,생활용품,8500
P063,리빙박스 66L 대용량,철제 프레임으로 적재가 가능하며 옷 보관에 최적화된 투명 수납함,수납용품,12900
P064,팬트리 정리용 화이트 바스켓,주방 식재료나 소품을 깔끔하게 분류할 수 있는 플라스틱 바구니,수납용품,3500
P065,압축봉 커튼 지지대,못 없이도 선반이나 커튼을 설치할 수 있는 길이 조절형 압축봉,수납용품,8800
P066,신발 정리대 4단,현관 신발을 2배로 수납하게 도와주는 층별 조립식 선반,수납용품,15000
P067,언더베드 의류 수납함,침대 밑 노는 공간을 활용하여 계절 옷을 보관하는 낮은 수납함,수납용품,18000
P068,데스크테리어 멀티탭 정리함,지저분한 전선과 멀티탭을 한곳에 넣어 가려주는 깔끔 박스,수납용품,9900
P069,냉장고 회전 정리대,깊숙한 곳에 있는 소스통도 회전하여 쉽게 꺼낼 수 있는 트레이,수납용품,14000
P070,모자 정리 행거,모자 모양 변형 없이 벽면에 조르르 걸어 보관하는 도어 행거,수납용품,7500
P071,화장대 회전 브러쉬 꽂이,먼지 쌓임 방지 커버가 있고 회전하여 사용이 편한 브러쉬 보관함,수납용품,13000
P072,속옷 정리함 3종 세트,양말과 속옷을 칸칸이 나누어 한눈에 보이게 정리하는 부직포 박스,수납용품,8900
P163,투명 리빙박스 3개,내용물 확인이 쉬운 대용량 의류 수납 박스,수납용품,29000
P164,의류 압축팩 10매,부피 큰 이불이나 패딩을 1/3로 줄여주는 팩,수납용품,15000
P165,조립식 신발 정리대,좁은 현관에 많은 신발을 층층이 보관하는 대,수납용품,18000
P166,논슬립 옷걸이 50개,옷이 흘러내리지 않는 얇고 튼튼한 옷걸이,수납용품,22000
P167,철제 펜트리 선반,주방이나 다용도실 짐을 정리하는 고하중 선반,수납용품,58000
P168,회전 화장품 정리함,360도 회전하여 화장품을 쉽게 찾는 스탠드,수납용품,14000
P169,서랍 속 칸막이,속옷이나 양말을 깔끔하게 나누는 조절형 판,수납용품,8500
P170,멀티탭 케이블 정리함,지저분한 전선을 감추고 먼지를 차단하는 박스,수납용품,12000
P171,주방 틈새 수납장,냉장고 옆 좁은 공간에 쏙 들어가는 바퀴형 장,수납용품,38000
P172,냉장고 소분 용기,식재료를 한눈에 보이게 정리하는 전용 용기,수납용품,19500
P013,보쉬 무선 전동드릴,강력한 파워로 콘크리트 타공이 가능한 가정용 DIY 전동 드릴,수리용품,125000
P014,다이소 고무망치,가구 조립 시 표면 손상을 방지하며 충격을 전달하는 고무 소재 망치,수리용품,3000
P015,3M 다용도 절연테이프,전선 피복 보수 및 각종 고정 작업에 필수적인 접착 테이프,수리용품,1500
P016,다목적 WD-40 윤활제,삐걱거리는 문경첩이나 녹슨 금속 부위에 뿌리는 방청 윤활제,수리용품,5500
P017,가구 수평 조절 패드,흔들리는 식탁이나 책상 다리 밑에 붙여 수평을 맞추는 소음방지 패드,수리용품,2000
P018,실리콘 코킹 건,욕실이나 주방 틈새 실리콘 작업 시 사용하는 수동식 압축 건,수리용품,4500
P019,가정용 펜치 롱노즈 세트,전선을 구부리거나 좁은 틈의 물건을 잡을 때 유용한 공구 세트,수리용품,12000
P020,벽면 크랙 메꿈제,벽지나 시멘트 벽의 미세한 갈라짐을 보수하는 튜브형 충전재,수리용품,7800
P021,휴대용 육각 렌치 세트,자전거 수리나 가구 조립 시 다양한 규격에 대응하는 렌치 묶음,수리용품,8500
P022,초강력 양면 폼 테이프,못을 박기 어려운 벽면에 액자나 거울을 고정할 때 사용하는 테이프,수리용품,4900
P113,다용도 알루미늄 사다리,가정에서 사용하기 좋은 3단 접이식 경량 사다리,수리용품,45000
P114,절연 전기테이프 세트,전선 보수 및 절연 작업용 컬러 테이프 5종,수리용품,3500
P115,교체형 드릴 비트 세트,"목재, 철재, 콘크리트 타공용 규격별 비트 모음",수리용품,18000
P116,디지털 수평계,기울기를 수치로 정확하게 보여주는 자석형 수평계,수리용품,22000
P117,L자형 육각렌치 세트,가구 조립 및 기계 정비용 강철 육각 렌치,수리용품,8500
P118,와이드 몽키스패너,다양한 크기의 너트를 조일 수 있는 조절식 렌치,수리용품,13000
P119,고강도 파이프렌치,배관 작업 시 파이프를 강력하게 고정하는 공구,수리용품,25000
P120,실리콘 마감 헤라,실리콘 작업 후 표면을 매끄럽게 다듬는 도구,수리용품,4000
P121,무진동 우레탄 망치,타격 시 반동이 적고 표면 손상을 방지하는 망치,수리용품,12000
P122,자동 잠금 줄자 5m,측정 후 고정 버튼 없이 멈추는 편리한 줄자,수리용품,7500
P093,멜킨 요가매트 10mm,두툼한 두께로 층간소음을 방지하고 관절을 보호하는 운동 매트,스포츠/운동,22000
P094,샤오미 미밴드 8,심박수와 수면 패턴을 기록하고 운동량을 측정하는 스마트 밴드,스포츠/운동,49000
P095,나이키 푸쉬업 바,손목 부담을 줄여주고 가슴 근육 발달을 돕는 팔굽혀펴기 기구,스포츠/운동,18000
P096,무게조절 덤벨 24kg,다이얼을 돌려 원하는 무게로 바로 변경 가능한 홈트용 아령,스포츠/운동,120000
P097,폼롤러 EVA 90cm,근육 뭉침을 시원하게 풀어주는 스트레칭용 롱 폼롤러,스포츠/운동,15000
P098,가민 포러너 255,러너들을 위한 정밀 GPS 기능과 운동 분석 기능을 갖춘 스포츠 시계,스포츠/운동,250000
P099,윌슨 테니스 라켓,초보자도 다루기 쉽고 반발력이 좋은 입문용 테니스 라켓,스포츠/운동,180000
P100,배드민턴 셔틀콕 12입,깃털 품질이 좋아 비행 속도가 일정하고 내구성이 좋은 셔틀콕,스포츠/운동,15000
P101,실내 자전거 엑스바이크,공간을 적게 차지하는 접이식 홈트레이닝 유산소 사이클,스포츠/운동,165000
P102,악력기 조절형,사용자의 수준에 맞춰 강도를 조절할 수 있는 손가락 운동 기구,스포츠/운동,8000
P193,요가 링 2개 세트,종아리 근육 이완과 스트레칭을 돕는 소도구,스포츠/운동,12000
P194,육각 덤벨 5kg 세트,안정적인 고정으로 홈트레이닝에 적합한 아령,스포츠/운동,32000
P195,문틀 철봉,못 없이 문틀에 고정하여 등 운동을 하는 바,스포츠/운동,25000
P196,요가 매트 가방,어깨에 메고 다닐 수 있는 매트 전용 수납 백,스포츠/운동,8000
P197,테니스 라켓,입문자용으로 가볍고 반발력이 좋은 라켓,스포츠/운동,85000
P198,셔틀콕 12개입,연습용 및 시합용으로 적합한 깃털 셔틀콕,스포츠/운동,15000
P199,루프형 스쿼트 밴드,하체 운동 시 저항을 높여주는 탄성 밴드,스포츠/운동,11000
P200,와이어 줄넘기,꼬임이 없고 회전이 빠른 운동용 줄넘기,스포츠/운동,9500
P201,조절형 악력기,강도를 조절하며 전완근을 단련하는 기구,스포츠/운동,7500
P202,땅콩 마사지 볼,등과 목의 근육 뭉침을 풀어주는 실리콘 볼,스포츠/운동,6000
P255,오버핏 순면 티셔츠,편안한 활동성과 깔끔한 디자인의 반팔 티,의류/신발,15000
P256,사계절 슬림 슬랙스,신축성이 좋아 오피스룩으로 적합한 바지,의류/신발,35000
P257,구김 없는 린넨 셔츠,시원한 소재로 여름철 격식 있는 자리에 추천,의류/신발,29000
P258,기모 후드 집업,겨울철 외투 안에 입거나 단독으로 입기 좋은 상의,의류/신발,38000
P259,카고 조거 팬츠,넉넉한 포켓과 트렌디한 핏의 스트릿 바지,의류/신발,42000
P260,워싱 데님 팬츠,어떤 상의와도 잘 어울리는 클래식한 청바지,의류/신발,45000
P261,경량 덕다운 숏패딩,가볍고 따뜻해 활동성이 뛰어난 겨울 아우터,의류/신발,89000
P262,울 혼방 롱코트,차분한 실루엣과 보온성을 갖춘 겨울용 코트,의류/신발,145000
P263,기본 니트 가디건,환절기에 가볍게 걸치기 좋은 부드러운 니트,의류/신발,32000
P264,방풍 바람막이 점퍼,운동이나 야외활동 시 바람을 막아주는 기능성 옷,의류/신발,49000
P265,베이직 캔버스화,심플한 화이트 컬러의 데일리 운동화,의류/신발,29000
P266,쿠셔닝 러닝화,장시간 걷거나 뛰어도 발이 편한 스포츠 슈즈,의류/신발,55000
P267,쿠션 욕실 슬리퍼,미끄럼 방지 처리가 된 말랑한 소재의 실내화,의류/신발,12000
P268,가죽 스트랩 샌들,여름철 시원하고 스타일리시한 샌들,의류/신발,39000
P269,클래식 가죽 로퍼,정장이나 캐주얼에 모두 잘 어울리는 구두,의류/신발,75000
P270,접지력 좋은 등산화,산행 시 발목을 지지하고 미끄러짐을 막는 신발,의류/신발,98000
P271,정장 양말 5켤레,비침이 적고 탄탄한 남성용 기본 양말 세트,의류/신발,12000
P272,소가죽 자동 벨트,사이즈 조절이 간편한 깔끔한 디자인의 벨트,의류/신발,25000
P273,심플 무지 볼캡,얼굴을 작아 보이게 하는 깊은 핏의 모자,의류/신발,15000
P274,와플 조직 비니,겨울철 스타일과 보온을 동시에 잡는 비니,의류/신발,14000
P053,조말론 런던 디퓨저,잉글리쉬 페어 앤 프리지아 향으로 공간을 고급스럽게 채우는 디퓨저,인테리어,135000
P054,프리츠한센 이케바나 화병,꽃 한 송이의 가치를 높여주는 황동 지지대 구성의 디자인 화병,인테리어,280000
P055,렉슨 미나 LED 램프,버섯 모양의 귀여운 디자인으로 무드등으로 활용하기 좋은 미니 조명,인테리어,45000
P056,덴비 헤리티지 화분 세트,식물을 돋보이게 하는 차분한 파스텔 톤의 도자기 화분,인테리어,38000
P057,쉬즈홈 암막 커튼,빛 차단율이 높아 숙면을 도와주는 모던한 그레이 컬러 커튼,인테리어,52000
P058,비트라 임스 월항거,유명 디자이너의 작품으로 옷을 걸지 않아도 벽면 포인트가 되는 행거,인테리어,210000
P059,모던하우스 전신 거울,좁은 방을 넓어 보이게 하는 화이트 프레임의 대형 전신 거울,인테리어,49900
P060,패브릭 포스터 가림막,밋밋한 벽이나 창문을 감각적으로 꾸밀 수 있는 감성 일러스트 포스터,인테리어,15000
P061,아르테미데 톨로메오 조명,각도 조절이 자유로운 세계적인 베스트셀러 데스크 램프,인테리어,480000
P062,데일리라이크 현관 매트,현관 분위기를 화사하게 바꿔주는 귀여운 패턴의 먼지 흡착 매트,인테리어,12000
P153,암막 커튼 2매,빛을 완벽히 차단하여 숙면을 돕는 호텔식 커튼,인테리어,48000
P154,터치식 무드등,밝기 조절이 가능한 침실용 따뜻한 조명,인테리어,19000
P155,저소음 벽걸이 시계,초침 소리가 들리지 않는 모던한 인테리어 시계,인테리어,24000
P156,철제 화분 스탠드,거실 식물을 돋보이게 하는 2단 스탠드,인테리어,22000
P157,캔들 워머 세트,불 없이 향초를 녹이는 안전하고 분위기 있는 워머,인테리어,35000
P158,대용량 디퓨저 200ml,공간을 은은한 향기로 채워주는 리드 디퓨저,인테리어,18000
P159,벽면 액자 세트,추억의 사진을 조화롭게 배치하는 5종 프레임,인테리어,27000
P160,극세사 거실 러그,부드러운 촉감과 보온성이 뛰어난 바닥 매트,인테리어,55000
P161,등쿠션 솜세트,소파나 침대에서 기댈 수 있는 푹신한 쿠션,인테리어,15000
P162,빈티지 벽 조등,벽면에 포인트를 주는 클래식한 분위기의 조명,인테리어,39000
P235,어반 자전거 헬멧,도심 주행에 어울리는 심플하고 안전한 헬멧,자전거용품,45000
P236,고휘도 전조등,야간 주행 시 앞길을 밝게 비추는 USB 충전식 등,자전거용품,25000
P237,스마트 후미등,브레이크 감지 기능이 있는 안전용 후방 라이트,자전거용품,18000
P238,4단 번호 자물쇠,자전거 도난을 방지하는 튼튼한 와이어 락,자전거용품,12000
P239,안장 밑 가방,공구와 소지품을 넣는 소형 방수 수납 백,자전거용품,15000
P240,압력계 부착 펌프,공기압을 확인하며 바람을 넣는 스탠드 펌프,자전거용품,22000
P241,스마트폰 핸들 거치대,내비게이션 확인이 편한 흔들림 없는 거치대,자전거용품,14000
P242,반가락 자전거 장갑,손바닥 젤 패드로 통증을 줄여주는 통기성 장갑,자전거용품,19000
P243,자전거 수리 키트,펑크 패치와 타이어 레버가 포함된 휴대용 세트,자전거용품,8500
P244,건식 체인 오일,먼지가 잘 붙지 않는 깔끔한 체인 관리용 오일,자전거용품,9000
P245,알루미늄 물통 케이지,라이딩 중 물통을 고정해주는 가벼운 거치대,자전거용품,6000
P246,무선 속도계,주행 거리와 속도를 실시간으로 보여주는 기기,자전거용품,32000
P247,대형 자전거 커버,비와 먼지로부터 자전거를 보호하는 방수 커버,자전거용품,13000
P248,자전거 흙받이 세트,물 튀김을 방지하는 탈부착형 머드가드,자전거용품,11000
P249,바지 발목 밴드,체인에 바지가 끼지 않게 잡아주는 반사 밴드,자전거용품,4000
P250,스포츠용 자전거 양말,땀 배출이 빠르고 발을 잡아주는 기능성 양말,자전거용품,7000
P251,클래식 알루미늄 벨,맑고 선명한 소리로 보행자에게 알리는 벨,자전거용품,5000
P252,핸들바 엔드 미러,후방 차량 확인을 돕는 사각지대 제거 거울,자전거용품,15000
P253,응급 펑크 패치,본드 없이 간편하게 붙이는 비상용 패치 세트,자전거용품,4500
P254,자전거 다용도 멀티툴,라이딩 중 정비에 필요한 10가지 기능 공구,자전거용품,18000
P023,네스프레소 버츄오 커피머신,회전 추출 방식으로 풍부한 크레마를 구현하는 캡슐 커피 머신,주방용품,249000
P024,휘슬러 압력밥솥 2.5L,고압으로 찰진 밥을 빠르게 지어주는 독일 명품 압력 솥,주방용품,320000
P025,테팔 티타늄 코팅 프라이팬,음식이 잘 눌어붙지 않고 내구성이 뛰어난 28cm 프라이팬,주방용품,35000
P026,발뮤다 더 토스터,스팀 기술로 죽은 빵도 살려내는 감성 디자인 프리미엄 토스터기,주방용품,310000
P027,글라스락 유리 밀폐용기 10종,냉동실과 전자레인지 모두 사용 가능한 위생적인 유리 반찬통 세트,주방용품,42000
P028,교세라 세라믹 칼 세트,금속 냄새가 나지 않고 절삭력이 오래 유지되는 화이트 세라믹 식도,주방용품,88000
P029,실리만 실리콘 조리도구,스크래치 걱정 없이 냄비와 팬을 보호하는 내열 실리콘 국자 세트,주방용품,29000
P030,스타벅스 시그니처 머그,심플한 로고 디자인으로 데일리하게 사용하기 좋은 세라믹 머그컵,주방용품,18000
P031,브리타 정수기 마렐라,수돗물의 불순물과 염소를 효과적으로 제거하는 필터형 정수기,주방용품,45000
P032,소다스트림 탄산수 제조기,집에서 간편하게 신선한 탄산수를 만들어 마실 수 있는 기기,주방용품,150000
P123,세라믹 코팅 프라이팬,눌어붙지 않고 세척이 간편한 친환경 코팅 팬,주방용품,28000
P124,인덕션용 냄비 3종,"편측수, 양수, 전골 냄비로 구성된 주방 필수 세트",주방용품,59000
P125,2단 스테인리스 식기건조대,좁은 주방 공간을 효율적으로 사용하는 수납대,주방용품,35000
P126,독일산 주방칼 5종,"용도별 식도, 과도, 가위가 포함된 전문가용 세트",주방용품,89000
P127,항균 나무 도마,칼날 손상이 적고 위생적인 대나무 소재 도마,주방용품,15000
P128,스테인리스 거품기,계란이나 생크림을 부드럽게 섞어주는 조리도구,주방용품,6000
P129,내열 실리콘 뒤집개,고온에서도 변형 없는 부드러운 소재의 뒤집개,주방용품,7000
P130,깊은 국자,많은 양의 국물을 한 번에 덜기 좋은 깊은 형상,주방용품,6500
P131,디지털 계량컵,무게와 부피를 동시에 측정 가능한 스마트 컵,주방용품,14000
P132,유리 밀폐용기 10구,음식 냄새가 배지 않고 신선하게 보관하는 용기,주방용품,42000
P215,중력식 차량용 거치대,핸드폰 무게로 자동으로 조여지는 송풍구 거치대,차량용품,12000
P216,2채널 블랙박스,전후방 고화질 녹화와 주차 감시 기능을 지원,차량용품,185000
P217,차량용 공기청정기,필터로 미세먼지와 담배 냄새를 제거하는 청정기,차량용품,45000
P218,대시보드 논슬립 패드,물건이 미끄러지지 않게 잡아주는 실리콘 패드,차량용품,5500
P219,메모리폼 목쿠션,운전 중 목의 피로를 덜어주는 푹신한 쿠션,차량용품,14000
P220,트렁크 정리함 60L,지저분한 짐을 한곳에 모으는 대용량 칸막이 박스,차량용품,19000
P221,듀얼 고속 충전기,시거잭에 꽂아 두 기기를 동시 충전하는 어댑터,차량용품,9500
P222,스웨이드 대시보드 커버,난반사를 방지하고 실내 온도를 유지하는 커버,차량용품,22000
P223,세차 툴백 세트,"카샴푸, 왁스, 타월 등을 담는 튼튼한 수납 가방",차량용품,28000
P224,컴파운드 흠집 제거제,자동차 도장면의 미세한 스크래치를 지워주는 약제,차량용품,8500
P225,엔진 첨가제 불스원샷,엔진 때를 제거하고 출력을 향상시키는 첨가제,차량용품,15000
P226,성에 제거 스프레이,겨울철 앞유리 얼음을 순식간에 녹이는 스프레이,차량용품,6500
P227,타이어 광택 보호제,타이어를 새것처럼 검고 윤기 나게 관리하는 스프레이,차량용품,11000
P228,유막 제거제,와이퍼 소음을 줄이고 시야를 확보하는 유막 제거 약품,차량용품,9000
